product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2
P0001,S0002,02/01/17,0,0,8,6.25,PR14,,PR03,,,
P0001,S0012,02/01/17,1,5.3,0,6.25,PR14,,PR03,,,
P0001,S0013,02/01/17,2,10.59,0,6.25,PR14,,PR03,,,
P0001,S0023,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0025,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0001,S0027,02/01/17,0,0,7,6.25,PR14,,PR03,,,
P0001,S0040,02/01/17,0,0,19,6.25,PR14,,PR03,,,
P0001,S0049,02/01/17,0,0,8,6.25,PR14,,PR03,,,
P0001,S0050,02/01/17,0,0,5,6.25,PR14,,PR03,,,
P0001,S0051,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0055,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0056,02/01/17,1,5.3,6,6.25,PR14,,PR03,,,
P0001,S0062,02/01/17,0,0,2,6.25,PR14,,PR03,,,
P0001,S0063,02/01/17,0,0,7,6.25,PR14,,PR03,,,
P0001,S0066,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0001,S0078,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0082,02/01/17,0,0,4,6.25,PR14,,PR03,,,
P0001,S0083,02/01/17,0,0,10,6.25,PR14,,PR03,,,
P0001,S0087,02/01/17,0,0,10,6.25,PR14,,PR03,,,
P0001,S0094,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0096,02/01/17,0,0,2,6.25,PR14,,PR03,,,
P0001,S0102,02/01/17,0,0,7,6.25,PR14,,PR03,,,
P0001,S0103,02/01/17,1,5.3,10,6.25,PR14,,PR03,,,
P0001,S0104,02/01/17,0,0,22,6.25,PR14,,PR03,,,
P0001,S0105,02/01/17,0,0,6,6.25,PR14,,PR03,,,
P0001,S0106,02/01/17,1,5.3,3,6.25,PR14,,PR03,,,
P0001,S0107,02/01/17,0,0,2,6.25,PR14,,PR03,,,
P0001,S0108,02/01/17,0,0,7,6.25,PR14,,PR03,,,
P0001,S0110,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0001,S0115,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0001,S0122,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0001,S0125,02/01/17,0,0,7,6.25,PR14,,PR03,,,
P0001,S0131,02/01/17,0,0,2,6.25,PR14,,PR03,,,
P0001,S0132,02/01/17,0,0,5,6.25,PR14,,PR03,,,
P0001,S0142,02/01/17,0,0,1,6.25,PR14,,PR03,,,
P0004,S0006,02/01/17,0,0,18,4.5,PR14,,PR03,,,
P0004,S0019,02/01/17,0,0,2,4.5,PR14,,PR03,,,
P0004,S0038,02/01/17,0,0,2,4.5,PR14,,PR03,,,
P0004,S0044,02/01/17,1,3.81,7,4.5,PR14,,PR03,,,
P0004,S0085,02/01/17,0,0,29,4.5,PR14,,PR03,,,
P0005,S0001,02/01/17,0,0,7,33.9,PR14,,PR03,,,
P0005,S0002,02/01/17,0,0,11,33.9,PR14,,PR03,,,
P0005,S0008,02/01/17,0,0,3,33.9,PR14,,PR03,,,
P0005,S0012,02/01/17,0,0,6,33.9,PR14,,PR03,,,
P0005,S0013,02/01/17,0,0,11,33.9,PR14,,PR03,,,
P0005,S0020,02/01/17,0,0,3,33.9,PR14,,PR03,,,
P0005,S0023,02/01/17,0,0,3,33.9,PR14,,PR03,,,
P0005,S0024,02/01/17,0,0,3,33.9,PR14,,PR03,,,
P0005,S0026,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0031,02/01/17,0,0,7,33.9,PR14,,PR03,,,
P0005,S0038,02/01/17,0,0,2,33.9,PR14,,PR03,,,
P0005,S0040,02/01/17,0,0,7,33.9,PR14,,PR03,,,
P0005,S0043,02/01/17,0,0,7,33.9,PR14,,PR03,,,
P0005,S0050,02/01/17,0,0,5,33.9,PR14,,PR03,,,
P0005,S0051,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0056,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0065,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0066,02/01/17,0,0,6,33.9,PR14,,PR03,,,
P0005,S0085,02/01/17,0,0,17,33.9,PR14,,PR03,,,
P0005,S0087,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0097,02/01/17,0,0,6,33.9,PR14,,PR03,,,
P0005,S0102,02/01/17,0,0,4,33.9,PR14,,PR03,,,
P0005,S0104,02/01/17,0,0,3,33.9,PR14,,PR03,,,
P0005,S0108,02/01/17,0,0,5,33.9,PR14,,PR03,,,
P0005,S0110,02/01/17,0,0,7,33.9,PR14,,PR03,,,
P0005,S0113,02/01/17,0,0,5,33.9,PR14,,PR03,,,
P0005,S0132,02/01/17,0,0,5,33.9,PR14,,PR03,,,
P0005,S0138,02/01/17,0,0,5,33.9,PR14,,PR03,,,
P0005,S0142,02/01/17,0,0,2,33.9,PR14,,PR03,,,
P0011,S0001,02/01/17,0,0,10,49.9,PR14,,PR03,,,
P0011,S0002,02/01/17,0,0,9,49.9,PR14,,PR03,,,
P0011,S0013,02/01/17,0,0,4,49.9,PR14,,PR03,,,
P0011,S0038,02/01/17,0,0,9,49.9,PR14,,PR03,,,
P0011,S0040,02/01/17,0,0,4,49.9,PR14,,PR03,,,
P0011,S0043,02/01/17,0,0,2,49.9,PR14,,PR03,,,
P0011,S0056,02/01/17,0,0,4,49.9,PR14,,PR03,,,
P0011,S0066,02/01/17,0,0,5,49.9,PR14,,PR03,,,
P0011,S0085,02/01/17,0,0,1,49.9,PR14,,PR03,,,
P0011,S0094,02/01/17,0,0,3,49.9,PR14,,PR03,,,
P0011,S0104,02/01/17,0,0,8,49.9,PR14,,PR03,,,
P0011,S0108,02/01/17,0,0,8,49.9,PR14,,PR03,,,
P0011,S0115,02/01/17,0,0,2,49.9,PR14,,PR03,,,
P0011,S0132,02/01/17,0,0,9,49.9,PR14,,PR03,,,
P0014,S0085,02/01/17,0,0,1,59.99,PR14,,PR03,,,
P0014,S0097,02/01/17,0,0,1,59.99,PR14,,PR03,,,
P0015,S0001,02/01/17,1,2.41,20,2.6,PR14,,PR03,,,
P0015,S0002,02/01/17,1,2.41,19,2.6,PR14,,PR03,,,
P0015,S0003,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0004,02/01/17,0,0,11,2.6,PR14,,PR03,,,
P0015,S0008,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0009,02/01/17,0,0,20,2.6,PR14,,PR03,,,
P0015,S0011,02/01/17,0,0,7,2.6,PR14,,PR03,,,
P0015,S0012,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0013,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0014,02/01/17,0,0,14,2.6,PR14,,PR03,,,
P0015,S0016,02/01/17,0,0,16,2.6,PR14,,PR03,,,
P0015,S0021,02/01/17,0,0,9,2.6,PR14,,PR03,,,
P0015,S0023,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0024,02/01/17,0,0,16,2.6,PR14,,PR03,,,
P0015,S0026,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0030,02/01/17,0,0,4,2.6,PR14,,PR03,,,
P0015,S0031,02/01/17,0,0,15,2.6,PR14,,PR03,,,
P0015,S0032,02/01/17,1,2.41,14,2.6,PR14,,PR03,,,
P0015,S0033,02/01/17,0,0,2,2.6,PR14,,PR03,,,
P0015,S0034,02/01/17,0,0,9,2.6,PR14,,PR03,,,
P0015,S0035,02/01/17,0,0,8,2.6,PR14,,PR03,,,
P0015,S0038,02/01/17,0,0,18,2.6,PR14,,PR03,,,
P0015,S0039,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0040,02/01/17,1,2.41,10,2.6,PR14,,PR03,,,
P0015,S0043,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0049,02/01/17,0,0,15,2.6,PR14,,PR03,,,
P0015,S0050,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0051,02/01/17,0,0,18,2.6,PR14,,PR03,,,
P0015,S0053,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0054,02/01/17,0,0,8,2.6,PR14,,PR03,,,
P0015,S0055,02/01/17,0,0,10,2.6,PR14,,PR03,,,
P0015,S0056,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0062,02/01/17,0,0,24,2.6,PR14,,PR03,,,
P0015,S0063,02/01/17,0,0,5,2.6,PR14,,PR03,,,
P0015,S0066,02/01/17,0,0,22,2.6,PR14,,PR03,,,
P0015,S0067,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0068,02/01/17,1,2.41,13,2.6,PR14,,PR03,,,
P0015,S0070,02/01/17,0,0,6,2.6,PR14,,PR03,,,
P0015,S0074,02/01/17,0,0,7,2.6,PR14,,PR03,,,
P0015,S0077,02/01/17,0,0,1,2.6,PR14,,PR03,,,
P0015,S0078,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0080,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0082,02/01/17,1,2.41,4,2.6,PR14,,PR03,,,
P0015,S0083,02/01/17,0,0,3,2.6,PR14,,PR03,,,
P0015,S0085,02/01/17,1,2.41,50,2.6,PR14,,PR03,,,
P0015,S0086,02/01/17,0,0,12,2.6,PR14,,PR03,,,
P0015,S0087,02/01/17,0,0,2,2.6,PR14,,PR03,,,
P0015,S0088,02/01/17,0,0,23,2.6,PR14,,PR03,,,
P0015,S0089,02/01/17,0,0,10,2.6,PR14,,PR03,,,
P0015,S0091,02/01/17,0,0,16,2.6,PR14,,PR03,,,
